public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,PEG_trailing_Median,bm_Median,CAPEI_Median,divyield_Median,evm_Median,pcf_Median,pe_exi_Median,pe_inc_Median,pe_op_basic_Median,pe_op_dil_Median,ps_Median,ptb_Median,efftax_Median,GProf_Median,aftret_eq_Median,aftret_equity_Median,aftret_invcapx_Median,gpm_Median,npm_Median,opmad_Median,opmbd_Median,pretret_earnat_Median,pretret_noa_Median,ptpm_Median,roa_Median,roce_Median,roe_Median,capital_ratio_Median,equity_invcap_Median,debt_invcap_Median,totdebt_invcap_Median,invt_act_Median,rect_act_Median,fcf_ocf_Median,ocf_lct_Median,cash_debt_Median,cash_lt_Median,cfm_Median,short_debt_Median,profit_lct_Median,curr_debt_Median,debt_ebitda_Median,dltt_be_Median,int_debt_Median,int_totdebt_Median,lt_debt_Median,lt_ppent_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,debt_capital_Median,intcov_Median,intcov_ratio_Median,cash_conversion_Median,cash_ratio_Median,curr_ratio_Median,quick_ratio_Median,at_turn_Median,inv_turn_Median,pay_turn_Median,rect_turn_Median,sale_equity_Median,sale_invcap_Median,sale_nwc_Median,accrual_Median,rd_sale_Median,adv_sale_Median,staff_sale_Median
20010831,Utilities,126,0.003927,-0.020494,0.341,0.583,0.766,16.846,4.54%,8.495,7.779,11.359,11.761,11.354,11.385,0.786,1.226,0.367,0.103,0.124,0.123,0.093,0.2,0.058,0.131,0.194,0.091,0.134,0.094,0.105,0.111,0.091,0.535,0.44,0.529,0.683,0.104,0.475,-0.056,0.266,0.073,0.017,0.121,0.189,0.536,0.287,3.709,0.867,0.088,0.07,0.447,1.256,2.779,0.734,0.397,0.643,2.135,2.551,21.605,0.066,0.834,0.722,0.537,27.366,9.119,7.86,2.018,0.867,17.104,0.022,0,0,0
20010930,Communication Services,115,-0.20202,0.042143,0,-0.002,0.522,-0.396,2.22%,5.094,-0.048,-0.746,-0.704,-0.796,-0.819,0.945,0.867,0.404,0.138,-0.316,-0.229,-0.015,0.362,-0.251,-0.141,0.031,-0.081,-0.117,-0.309,0.014,-0.073,-0.271,0.421,0.486,0.421,0.499,0.021,0.35,-0.563,-0.033,0.016,0.166,-0.018,0.061,0.082,0.277,0.159,0.754,0.104,0.097,0.625,1.428,1.122,0.567,0.409,0.505,-0.669,-0.589,34.996,0.818,1.637,1.546,0.359,17.673,5.373,5.651,0.923,0.428,2.213,0.089,0,0,0
20010930,Consumer Discretionary,944,-0.165693,-0.137266,0,0.129,0.729,8.892,1.87%,6.921,4.12,5.819,5.303,6.431,6.72,0.39,1.042,0.38,0.385,0.056,0.054,0.057,0.306,0.017,0.049,0.085,0.085,0.132,0.025,0.111,0.09,0.054,0.276,0.697,0.277,0.401,0.357,0.287,0.428,0.3,0.117,0.065,0.049,0.181,0.45,0.568,1.519,0.361,0.11,0.088,0.347,2.054,1.102,0.542,0.272,0.464,1.801,2.151,77.83,0.154,1.646,0.939,1.33,4.786,9.636,8.751,2.998,1.972,5.939,0.059,0,0,0
20010930,Consumer Staples,218,-0.067242,-0.016637,0.132,0.319,0.582,15.714,1.95%,7.724,6.48,10.538,10.402,9.833,10.188,0.461,1.527,0.368,0.446,0.097,0.092,0.084,0.333,0.019,0.054,0.083,0.116,0.168,0.03,0.135,0.117,0.086,0.368,0.597,0.366,0.504,0.434,0.326,0.44,0.338,0.132,0.049,0.053,0.179,0.552,0.458,2.291,0.55,0.104,0.082,0.381,1.695,1.258,0.575,0.337,0.524,1.996,2.73,62.468,0.109,1.581,0.824,1.407,5.655,9.66,11.021,3.588,2.199,8.269,0.051,0,0.001,0
20010930,Energy,207,-0.148136,-0.068734,0,0.025,0.567,14.939,1.81%,5.097,3.49,5,5,4.736,5.079,1.298,1.325,0.35,0.286,0.172,0.172,0.126,0.491,0.096,0.212,0.347,0.151,0.203,0.173,0.21,0.179,0.151,0.325,0.643,0.318,0.358,0.035,0.525,0.092,1.169,0.227,0.078,0.251,0.035,1.424,0.337,1.1,0.448,0.094,0.086,0.467,0.785,0.995,0.508,0.266,0.438,4.162,5.419,47.574,0.253,1.489,1.176,0.596,15.749,4.938,5.743,1.16,0.769,6.084,0.098,0,0,0
20010930,Financials,1046,-0.045057,-0.053849,0,0.676,0.751,15.375,2.64%,10.49,2.707,11.108,11.115,10.817,11.076,1.442,1.312,0.337,0.043,0.104,0.103,0,0.466,0.099,0.225,0.256,0.128,0.18,0.148,0.025,0.089,0.103,0.358,0.63,0.358,0.654,0,0.33,0.928,0.304,0.031,0.061,0.133,0.303,0.401,0.515,4.42,0.562,0.092,0.08,0.081,56.587,9.267,0.903,0.128,0.901,1.798,2.088,269.235,0.614,1.486,1.286,0.089,15.509,0.069,0.139,1.025,0.584,6.124,0.023,0,0,0.163
20010930,Health Care,747,-0.12502,-0.009157,0,-0.021,0.269,-3.913,0.98%,-3.689,-1.937,-3.367,-3.229,-3.318,-3.356,3.758,2.923,0.357,0.208,-0.128,-0.13,0,0.309,-0.135,-0.098,-0.034,-0.095,-0.125,-0.145,-0.044,-0.09,-0.13,0.04,0.935,0.041,0.093,0.051,0.207,0.608,-0.133,-0.077,0.995,-0.065,0.299,-0.255,0.732,0,0.039,0.124,0.091,0.141,2.296,0.397,0.309,0.069,0.186,-2.092,-1.636,97.162,1.563,3.259,2.713,0.645,3.933,9.291,5.45,1.027,0.83,1.678,0.06,0.122,0,0
20010930,Industrials,814,-0.13571,-0.126041,0,0.2,0.702,9.957,2.18%,6.868,4.528,6.546,6.093,7.614,7.788,0.468,1.17,0.38,0.298,0.062,0.062,0.063,0.278,0.019,0.059,0.096,0.094,0.146,0.029,0.113,0.1,0.06,0.271,0.702,0.273,0.382,0.216,0.437,0.504,0.281,0.124,0.077,0.06,0.191,0.443,0.547,1.584,0.357,0.103,0.081,0.325,2.214,1.117,0.541,0.243,0.434,1.893,2.685,81.002,0.159,1.735,1.246,1.133,5.334,9.965,6.052,2.6,1.708,5.477,0.056,0,0,0
20010930,Information Technology,1344,-0.195012,-0.20883,0,0,0.485,-0.571,1.23%,-1.571,-0.243,-0.886,-0.888,-0.843,-0.877,0.997,1.211,0.352,0.321,-0.169,-0.178,0,0.419,-0.148,-0.114,-0.041,-0.131,-0.151,-0.15,-0.038,-0.12,-0.174,0.008,0.982,0.008,0.04,0.061,0.245,0.491,-0.082,-0.054,1.067,-0.054,0.48,-0.154,0.896,0,0.008,0.173,0.095,0.027,2.853,0.384,0.289,0.03,0.136,-4.857,-4.195,78.683,1.397,2.875,2.454,0.783,4.323,7.254,5.236,1.137,1.025,1.901,0.11,0.141,0,0
20010930,Materials,240,-0.118399,-0.119564,0.27,0.089,0.896,8.942,2.25%,7.292,4.21,5.878,5.006,6.683,6.852,0.447,0.907,0.363,0.21,0.033,0.033,0.056,0.243,0.012,0.053,0.112,0.064,0.088,0.018,0.099,0.067,0.03,0.403,0.583,0.396,0.532,0.403,0.411,0.374,0.321,0.107,0.025,0.071,0.139,0.489,0.338,2.868,0.578,0.096,0.078,0.424,1.474,1.575,0.617,0.334,0.542,1.36,1.791,80.785,0.072,1.636,0.95,0.887,5.268,8.974,6.908,2.549,1.404,6.497,0.06,0,0,0
20010930,Utilities,126,-0.056081,-0.102367,0.342,0.573,0.766,16.212,4.61%,8.495,7.296,10.541,10.914,10.711,10.784,0.711,1.171,0.367,0.103,0.124,0.122,0.093,0.2,0.058,0.131,0.194,0.091,0.134,0.094,0.105,0.111,0.091,0.535,0.44,0.529,0.683,0.104,0.475,-0.056,0.273,0.073,0.017,0.121,0.189,0.536,0.287,3.709,0.867,0.088,0.07,0.447,1.256,2.779,0.734,0.397,0.643,2.135,2.551,21.605,0.066,0.834,0.736,0.537,27.366,9.119,7.86,2.012,0.867,17.104,0.023,0,0,0
20011031,Communication Services,115,0.091656,-0.12244,0,-0.002,0.522,-0.413,2.41%,5.094,-0.07,-0.842,-0.658,-0.85,-0.869,0.998,0.949,0.404,0.138,-0.316,-0.229,-0.022,0.362,-0.251,-0.141,0.031,-0.081,-0.117,-0.309,0.014,-0.073,-0.271,0.432,0.486,0.426,0.499,0.021,0.35,-0.563,-0.049,0.016,0.163,-0.018,0.061,0.082,0.277,0.159,0.765,0.104,0.097,0.625,1.428,1.136,0.568,0.409,0.519,-0.669,-0.589,36.767,0.768,1.623,1.529,0.359,17.673,5.373,5.651,0.923,0.428,2.213,0.089,0,0,0
20011031,Consumer Discretionary,928,0.057119,0.028822,0,0.144,0.728,9.466,1.86%,6.993,4.413,6.174,5.536,7.046,7.355,0.423,1.117,0.38,0.383,0.058,0.055,0.058,0.306,0.017,0.049,0.086,0.089,0.134,0.026,0.112,0.092,0.056,0.279,0.694,0.281,0.405,0.358,0.288,0.436,0.311,0.118,0.065,0.05,0.173,0.457,0.564,1.584,0.367,0.109,0.088,0.347,2.05,1.105,0.542,0.274,0.466,1.819,2.212,78.165,0.154,1.646,0.949,1.344,4.768,9.718,8.783,3.005,1.982,5.927,0.06,0,0,0
20011031,Consumer Staples,213,0.032473,-0.005107,0.151,0.257,0.57,16.184,1.96%,7.84,6.216,10.592,10.403,10.484,10.475,0.519,1.645,0.368,0.453,0.099,0.094,0.084,0.334,0.02,0.057,0.084,0.118,0.173,0.033,0.134,0.118,0.088,0.381,0.593,0.375,0.504,0.428,0.33,0.453,0.344,0.134,0.047,0.055,0.179,0.551,0.457,2.279,0.56,0.103,0.08,0.386,1.695,1.247,0.575,0.338,0.524,1.985,2.813,63.575,0.109,1.575,0.831,1.393,5.645,9.611,10.729,3.577,2.171,8.163,0.052,0,0.002,0
20011031,Energy,205,0.12262,0.056792,0,0.03,0.567,17.215,1.48%,5.097,3.685,5.537,5.537,5.405,5.618,1.483,1.523,0.35,0.286,0.172,0.172,0.126,0.501,0.097,0.209,0.347,0.151,0.203,0.17,0.213,0.179,0.151,0.325,0.643,0.318,0.358,0.035,0.525,0.077,1.169,0.227,0.078,0.252,0.031,1.45,0.337,1.115,0.448,0.094,0.085,0.468,0.78,0.995,0.508,0.266,0.438,4.162,5.403,47.702,0.254,1.51,1.183,0.594,15.548,4.938,5.756,1.159,0.769,6.081,0.099,0,0,0
20011031,Financials,1042,-0.000411,-0.014859,0,0.661,0.753,15.102,2.64%,10.554,2.711,11.152,11.04,10.804,11.013,1.457,1.321,0.337,0.043,0.104,0.104,0,0.465,0.099,0.225,0.255,0.128,0.18,0.148,0.025,0.089,0.103,0.357,0.631,0.358,0.656,0,0.311,0.928,0.304,0.031,0.061,0.133,0.303,0.401,0.515,4.42,0.558,0.092,0.08,0.08,56.587,9.289,0.903,0.129,0.901,1.823,2.11,267.789,0.614,1.486,1.286,0.089,15.546,0.069,0.139,1.026,0.584,6.124,0.023,0,0,0.163
20011031,Health Care,746,0.112233,0.009372,0,-0.019,0.269,-4.876,0.92%,-3.724,-1.962,-3.533,-3.412,-3.388,-3.4,3.855,3.252,0.356,0.208,-0.129,-0.131,0,0.308,-0.136,-0.098,-0.035,-0.098,-0.125,-0.146,-0.046,-0.091,-0.13,0.039,0.936,0.041,0.093,0.051,0.206,0.607,-0.16,-0.081,0.993,-0.07,0.303,-0.269,0.735,0,0.039,0.124,0.091,0.138,2.319,0.396,0.309,0.069,0.185,-2.118,-1.659,97.162,1.557,3.262,2.712,0.643,3.932,9.291,5.491,1.027,0.839,1.678,0.06,0.126,0,0
20011031,Industrials,802,0.048515,0.015545,0,0.228,0.702,10.249,2.02%,6.917,4.73,6.724,6.238,7.957,8.299,0.49,1.209,0.38,0.296,0.061,0.061,0.062,0.277,0.019,0.058,0.096,0.093,0.146,0.028,0.112,0.099,0.059,0.271,0.701,0.273,0.378,0.215,0.44,0.502,0.278,0.124,0.078,0.06,0.191,0.439,0.548,1.585,0.355,0.104,0.081,0.328,2.213,1.115,0.541,0.243,0.428,1.88,2.676,80.491,0.158,1.735,1.242,1.133,5.334,9.95,6.008,2.587,1.707,5.508,0.056,0,0,0
20011031,Information Technology,1320,0.210355,0.18355,0,-0.001,0.487,-0.706,1.14%,-1.517,-0.243,-1.076,-1.053,-0.917,-0.975,1.192,1.421,0.352,0.322,-0.159,-0.169,0,0.421,-0.132,-0.108,-0.034,-0.119,-0.135,-0.143,-0.032,-0.11,-0.166,0.008,0.983,0.008,0.04,0.062,0.243,0.493,-0.056,-0.04,1.087,-0.044,0.475,-0.136,0.895,0,0.008,0.17,0.094,0.027,2.857,0.378,0.286,0.03,0.131,-4.613,-3.809,79.247,1.427,2.904,2.479,0.783,4.315,7.304,5.248,1.113,1.013,1.881,0.109,0.139,0,0
20011031,Materials,239,0.001399,0.030362,0.27,0.1,0.874,9.184,2.15%,7.3,4.438,6.607,5.199,7.194,7.251,0.457,0.958,0.363,0.21,0.032,0.032,0.056,0.242,0.012,0.052,0.112,0.064,0.086,0.016,0.101,0.067,0.029,0.396,0.589,0.396,0.526,0.401,0.412,0.4,0.324,0.108,0.025,0.071,0.137,0.497,0.338,2.873,0.578,0.096,0.078,0.424,1.48,1.559,0.616,0.334,0.535,1.358,1.792,79.864,0.073,1.636,0.945,0.893,5.275,8.974,6.921,2.6,1.406,6.508,0.061,0,0,0
20011031,Utilities,126,-0.010134,-0.005718,0.342,0.598,0.773,16.015,4.67%,8.495,7.63,10.618,11.035,10.525,10.576,0.725,1.154,0.367,0.103,0.124,0.122,0.093,0.2,0.058,0.131,0.194,0.091,0.135,0.094,0.105,0.111,0.091,0.531,0.443,0.528,0.683,0.104,0.475,-0.056,0.273,0.073,0.017,0.121,0.189,0.536,0.287,3.709,0.867,0.088,0.07,0.447,1.256,2.779,0.734,0.397,0.643,2.135,2.551,21.605,0.066,0.834,0.736,0.537,27.366,9.119,7.86,2.012,0.867,17.104,0.023,0,0,0
20011130,Communication Services,114,0.112456,0.01821,0.002,-0.003,0.711,-0.375,2.29%,4.336,1.065,-0.884,-0.599,-1.111,-1.111,1.139,1.251,0.404,0.144,-0.221,-0.214,-0.022,0.374,-0.278,-0.129,0.033,-0.083,-0.126,-0.332,0.004,-0.082,-0.303,0.467,0.43,0.46,0.549,0.024,0.41,-0.221,0.061,0.032,0.123,-0.021,0.071,0.09,0.287,0.122,0.785,0.104,0.095,0.598,1.465,1.224,0.622,0.407,0.57,-0.98,-0.67,34.4,0.591,1.465,1.319,0.399,18.691,5.513,5.775,0.99,0.479,2.326,0.106,0,0,0
20011130,Consumer Discretionary,917,0.103387,0.134641,0,0.144,0.828,9.748,1.59%,7.075,4.782,6.298,5.694,7.814,8.227,0.443,1.215,0.38,0.382,0.049,0.045,0.05,0.304,0.013,0.047,0.084,0.086,0.125,0.022,0.109,0.089,0.045,0.277,0.696,0.278,0.406,0.357,0.29,0.462,0.313,0.119,0.065,0.048,0.18,0.441,0.564,1.612,0.361,0.108,0.087,0.335,2.056,1.112,0.545,0.273,0.465,1.627,2.15,77.507,0.154,1.643,0.931,1.33,4.771,9.683,8.924,2.974,1.946,5.951,0.066,0,0,0
20011130,Consumer Staples,213,0.042633,0.022557,0.132,0.362,0.619,17.072,1.93%,8.118,7.29,11.085,11.044,11.459,12.103,0.504,1.713,0.367,0.455,0.09,0.09,0.082,0.331,0.021,0.057,0.083,0.118,0.175,0.035,0.134,0.116,0.081,0.38,0.59,0.38,0.521,0.434,0.336,0.447,0.345,0.134,0.047,0.056,0.187,0.541,0.472,2.429,0.563,0.101,0.079,0.391,1.767,1.285,0.581,0.345,0.523,2.004,2.867,63.8,0.113,1.597,0.838,1.419,5.619,9.727,10.562,3.578,2.2,8.126,0.056,0,0.002,0
20011130,Energy,203,-0.045048,-0.03882,0,0.038,0.766,16.674,1.60%,5.194,3.563,5.694,5.642,5.885,6.117,1.278,1.409,0.35,0.275,0.166,0.161,0.116,0.466,0.095,0.197,0.34,0.154,0.189,0.149,0.2,0.174,0.153,0.325,0.65,0.317,0.356,0.039,0.523,0.037,1.212,0.227,0.071,0.247,0.031,1.321,0.341,1.148,0.422,0.089,0.082,0.459,0.776,0.987,0.506,0.258,0.425,4.156,5.614,44.714,0.242,1.446,1.167,0.555,14.735,5.02,5.754,1.151,0.74,6.438,0.101,0,0,0
20011130,Financials,1032,0.038967,0.065347,0,0.698,0.779,15.308,2.60%,10.44,2.629,11.452,11.413,11.143,11.372,1.495,1.316,0.336,0.042,0.104,0.103,0,0.477,0.101,0.233,0.261,0.095,0.193,0.151,0.025,0.088,0.102,0.372,0.623,0.376,0.647,0,0.304,0.921,0.258,0.034,0.064,0.136,0.281,0.411,0.508,4.38,0.589,0.09,0.077,0.087,56.612,9.332,0.903,0.128,0.901,1.658,1.942,296.064,0.556,1.465,1.327,0.087,13.936,0.067,0.137,0.998,0.571,5.845,0.023,0,0,0.164
20011130,Health Care,740,0.070372,0.050088,0,-0.013,0.344,-4.849,0.75%,-2.636,-1.958,-4.103,-3.505,-3.866,-3.924,4.022,3.251,0.357,0.209,-0.121,-0.126,0,0.319,-0.128,-0.079,-0.021,-0.092,-0.13,-0.128,-0.034,-0.089,-0.134,0.039,0.934,0.041,0.096,0.058,0.2,0.599,-0.111,-0.077,0.998,-0.052,0.304,-0.178,0.74,0,0.039,0.123,0.09,0.124,2.267,0.377,0.302,0.069,0.186,-1.84,-1.872,96.558,1.579,3.341,2.722,0.653,3.844,9.167,5.524,1.024,0.86,1.627,0.062,0.117,0,0
20011130,Industrials,795,0.057639,0.082798,0,0.268,0.827,11.35,1.90%,7.008,5.135,6.997,6.319,8.477,8.668,0.524,1.271,0.38,0.291,0.052,0.052,0.056,0.276,0.015,0.053,0.091,0.082,0.139,0.024,0.106,0.091,0.047,0.257,0.712,0.262,0.373,0.217,0.437,0.531,0.285,0.125,0.078,0.058,0.189,0.424,0.554,1.543,0.335,0.101,0.078,0.313,2.212,1.116,0.541,0.244,0.427,1.776,2.54,80.524,0.166,1.758,1.247,1.116,5.338,9.965,6.007,2.572,1.716,5.485,0.065,0,0,0
20011130,Information Technology,1306,0.164061,0.166993,0,-0.003,0.705,-0.834,1.00%,-1.402,-0.214,-1.565,-1.508,-1.46,-1.464,1.448,1.752,0.35,0.315,-0.197,-0.204,0,0.415,-0.178,-0.129,-0.045,-0.136,-0.169,-0.182,-0.036,-0.133,-0.209,0.008,0.985,0.009,0.042,0.066,0.232,0.493,-0.036,-0.04,1.027,-0.079,0.479,-0.154,0.891,0,0.008,0.171,0.093,0.022,2.81,0.384,0.292,0.031,0.129,-6.3,-4.772,80.056,1.371,2.76,2.39,0.761,4.188,7.038,5.211,1.132,1.023,1.883,0.127,0.146,0,0
20011130,Materials,236,0.068525,0.10595,0.259,0.086,0.973,10.353,2.00%,7.852,4.7,4.295,1.725,6.994,7.154,0.512,1.046,0.363,0.208,0.025,0.025,0.043,0.239,0.007,0.048,0.109,0.058,0.082,0.013,0.096,0.065,0.018,0.399,0.587,0.394,0.517,0.393,0.406,0.426,0.339,0.107,0.025,0.067,0.155,0.485,0.356,3.15,0.589,0.094,0.075,0.426,1.472,1.565,0.614,0.321,0.535,1.218,1.664,79.871,0.077,1.696,0.921,0.871,5.267,8.909,6.871,2.69,1.376,6.387,0.066,0,0,0
20011130,Utilities,124,-0.000797,-0.041017,0.508,0.563,0.841,15.741,4.67%,8.521,6.761,11.167,11.133,10.838,11.172,0.724,1.168,0.367,0.104,0.121,0.12,0.09,0.202,0.053,0.133,0.199,0.089,0.13,0.087,0.106,0.107,0.09,0.541,0.435,0.534,0.692,0.114,0.432,-0.078,0.324,0.071,0.019,0.123,0.186,0.545,0.263,3.864,0.876,0.086,0.07,0.45,1.268,2.831,0.737,0.411,0.653,2.077,2.533,23.65,0.072,0.875,0.722,0.53,25.095,9.193,7.97,2.039,0.852,18.837,0.028,0,0,0
20011231,Communication Services,112,0.033536,0.017469,0.004,-0.002,0.78,-0.563,2.49%,5.6,1.504,-1.114,-0.813,-1.166,-1.166,1.239,1.246,0.405,0.144,-0.214,-0.21,-0.022,0.376,-0.285,-0.117,0.043,-0.081,-0.125,-0.358,0.008,-0.076,-0.272,0.503,0.419,0.487,0.549,0.024,0.419,-0.221,0.095,0.034,0.118,-0.009,0.07,0.09,0.278,0.562,0.834,0.104,0.095,0.621,1.479,1.252,0.622,0.41,0.577,-0.9,-0.612,34.367,0.591,1.465,1.319,0.391,18.691,5.369,5.775,1.011,0.472,2.436,0.104,0,0,0
20011231,Consumer Discretionary,913,0.077981,0.038496,0,0.169,0.838,10.559,1.41%,7.143,5.095,7.121,6.85,8.816,9.02,0.492,1.319,0.38,0.383,0.048,0.044,0.051,0.304,0.013,0.046,0.083,0.082,0.123,0.022,0.108,0.084,0.044,0.279,0.686,0.28,0.412,0.361,0.29,0.455,0.312,0.117,0.064,0.048,0.178,0.436,0.57,1.606,0.37,0.107,0.086,0.335,2.066,1.117,0.545,0.273,0.463,1.622,2.175,78.351,0.155,1.644,0.925,1.336,4.756,9.656,8.976,2.944,1.936,5.986,0.066,0,0,0
20011231,Consumer Staples,209,0.029648,0.007804,0.114,0.415,0.62,16.244,1.87%,8.089,6.784,12.098,11.809,11.818,12.281,0.524,1.759,0.367,0.461,0.09,0.089,0.082,0.328,0.021,0.057,0.084,0.114,0.177,0.035,0.134,0.116,0.08,0.379,0.602,0.369,0.521,0.436,0.335,0.472,0.354,0.136,0.048,0.056,0.194,0.546,0.472,2.32,0.54,0.101,0.079,0.394,1.777,1.285,0.581,0.342,0.524,2.036,2.874,64.134,0.112,1.585,0.783,1.41,5.56,9.738,10.423,3.574,2.137,8.12,0.056,0,0.002,0
20011231,Energy,204,0.067734,0.062425,0,0.044,0.772,17.252,1.66%,5.154,3.81,6.261,5.832,6.243,6.428,1.431,1.475,0.35,0.272,0.162,0.159,0.115,0.452,0.091,0.187,0.322,0.153,0.189,0.143,0.196,0.172,0.147,0.317,0.658,0.316,0.356,0.038,0.521,0.045,1.2,0.227,0.071,0.245,0.032,1.258,0.343,1.138,0.396,0.089,0.081,0.457,0.778,0.986,0.505,0.259,0.425,4.162,5.646,44.867,0.236,1.433,1.161,0.554,14.28,5.177,5.776,1.159,0.755,6.307,0.099,0,0,0
20011231,Financials,1027,0.033995,0.029736,0,0.702,0.779,15.789,2.55%,10.47,2.735,11.63,11.633,11.419,11.637,1.512,1.366,0.336,0.042,0.104,0.104,0,0.476,0.101,0.232,0.26,0.089,0.147,0.151,0.025,0.088,0.102,0.372,0.624,0.376,0.647,0,0.281,0.924,0.177,0.034,0.063,0.136,0.283,0.407,0.512,4.457,0.589,0.089,0.076,0.087,56.79,9.313,0.902,0.128,0.901,1.656,1.917,299.704,0.69,1.537,1.397,0.087,13.902,0.068,0.137,0.998,0.57,5.451,0.024,0,0,0.164
20011231,Health Care,745,0.064277,-0.022189,0,-0.013,0.351,-5.369,0.72%,-2.495,-1.627,-4.096,-3.557,-3.77,-3.787,4.198,3.41,0.358,0.205,-0.12,-0.124,0,0.319,-0.128,-0.075,-0.018,-0.091,-0.128,-0.126,-0.032,-0.085,-0.13,0.042,0.934,0.044,0.099,0.058,0.2,0.602,-0.084,-0.077,0.984,-0.051,0.304,-0.173,0.739,0,0.04,0.123,0.09,0.125,2.286,0.38,0.302,0.07,0.187,-1.882,-1.751,96.353,1.582,3.324,2.724,0.659,3.867,9.128,5.517,1.035,0.864,1.645,0.062,0.116,0,0
20011231,Industrials,785,0.075436,0.054412,0,0.296,0.836,12.05,1.74%,7.08,5.383,7.5,6.639,9.005,9.496,0.576,1.382,0.38,0.292,0.052,0.052,0.055,0.278,0.015,0.054,0.091,0.084,0.139,0.024,0.105,0.092,0.047,0.258,0.717,0.259,0.371,0.218,0.437,0.538,0.286,0.125,0.078,0.057,0.188,0.424,0.558,1.561,0.335,0.1,0.078,0.315,2.223,1.099,0.537,0.244,0.427,1.702,2.526,80.419,0.168,1.763,1.247,1.115,5.337,9.965,6.007,2.544,1.698,5.41,0.065,0,0,0
20011231,Information Technology,1282,0.092834,-0.005342,0,-0.003,0.694,-0.936,0.94%,-1.367,-0.247,-1.803,-1.74,-1.822,-1.827,1.639,1.927,0.35,0.313,-0.198,-0.206,0,0.417,-0.18,-0.129,-0.046,-0.135,-0.165,-0.184,-0.035,-0.13,-0.209,0.008,0.985,0.009,0.041,0.068,0.231,0.493,-0.038,-0.035,1.011,-0.08,0.47,-0.152,0.886,0,0.008,0.17,0.093,0.022,2.836,0.391,0.297,0.031,0.13,-6.374,-4.772,80.279,1.35,2.752,2.367,0.761,4.173,7.038,5.21,1.133,1.017,1.877,0.128,0.147,0,0
20011231,Materials,231,0.052442,-0.007062,0.261,0.099,1.031,10.62,1.94%,7.864,5.069,6.143,4.348,8.148,8.158,0.516,1.076,0.363,0.209,0.027,0.027,0.048,0.24,0.009,0.051,0.109,0.06,0.082,0.015,0.098,0.066,0.024,0.4,0.584,0.394,0.521,0.397,0.407,0.436,0.341,0.106,0.025,0.067,0.155,0.487,0.353,3.192,0.59,0.094,0.076,0.432,1.476,1.585,0.616,0.321,0.535,1.265,1.69,80.569,0.077,1.647,0.919,0.874,5.143,8.925,6.891,2.69,1.376,6.387,0.066,0,0,0
20011231,Utilities,125,0.04101,0.030431,0.508,0.634,0.844,16.795,4.39%,8.521,6.983,11.837,11.897,11.662,11.785,0.747,1.22,0.367,0.104,0.121,0.12,0.09,0.202,0.053,0.133,0.199,0.089,0.13,0.087,0.106,0.107,0.09,0.541,0.435,0.534,0.692,0.114,0.432,-0.077,0.324,0.073,0.019,0.123,0.186,0.545,0.26,3.864,0.876,0.087,0.07,0.45,1.268,2.831,0.737,0.411,0.653,2.077,2.533,23.65,0.072,0.875,0.715,0.53,25.095,9.215,7.97,2.039,0.852,19.267,0.028,0,0,0
20020131,Communication Services,111,-0.130671,-0.086438,0.004,-0.002,0.78,-0.351,2.65%,6.022,1.311,-1.027,-0.571,-0.992,-0.992,0.931,0.997,0.405,0.148,-0.203,-0.187,-0.015,0.375,-0.269,-0.114,0.055,-0.08,-0.1,-0.358,0.011,-0.07,-0.264,0.487,0.419,0.487,0.549,0.023,0.427,-0.221,0.101,0.034,0.112,-0.005,0.07,0.101,0.279,0.91,0.834,0.104,0.095,0.61,1.471,1.205,0.622,0.411,0.577,-0.819,-0.555,34.4,0.581,1.452,1.307,0.399,18.691,5.505,5.827,1.011,0.472,2.436,0.104,0,0,0
20020131,Consumer Discretionary,903,0.059403,-0.006852,0,0.195,0.833,11.374,1.33%,7.18,5.517,7.931,7.759,9.359,9.746,0.516,1.35,0.38,0.385,0.05,0.046,0.053,0.305,0.014,0.046,0.083,0.082,0.125,0.022,0.108,0.087,0.047,0.279,0.688,0.28,0.408,0.364,0.29,0.465,0.313,0.117,0.065,0.049,0.178,0.437,0.57,1.599,0.368,0.107,0.086,0.339,2.064,1.117,0.546,0.274,0.465,1.676,2.247,79.02,0.156,1.645,0.922,1.342,4.702,9.654,8.836,2.938,1.945,5.985,0.066,0,0,0
20020131,Consumer Staples,207,0.014709,0.012104,0.089,0.35,0.626,17.302,1.86%,8.122,6.904,12.092,11.714,11.951,12.136,0.539,1.744,0.367,0.458,0.102,0.099,0.085,0.341,0.022,0.057,0.085,0.12,0.18,0.038,0.134,0.116,0.093,0.379,0.604,0.369,0.521,0.436,0.334,0.472,0.352,0.136,0.053,0.058,0.19,0.55,0.472,2.304,0.54,0.1,0.078,0.391,1.767,1.292,0.579,0.339,0.523,2.08,2.874,64.689,0.112,1.585,0.79,1.41,5.5,9.738,10.406,3.574,2.107,8.201,0.055,0,0.002,0
